I love you 💓💓,7.5,27.596,94.904,0.6369
I love you . 💓💓,7.5,27.596,94.904,0.6369
"I love you .........,,,,,, 💓💓",7.5,27.6615,94.8385,0.6369
"I love you .........,,,,,, 💓💓",7.5,27.6615,94.8385,0.6369
I love you ???/// 💓💓,7.5,27.6485,94.8515,0.6946
I love you ???/// 💓💓,7.5,27.6485,94.8515,0.6946
I love you ???/// 💓💓,7.5,27.6485,94.8515,0.6946
I love you ???/// 💓💓,7.5,27.6485,94.8515,0.6946
I love you ???/// 💓💓,7.5,27.6485,94.8515,0.6946
I love you ???/// 💓💓,7.5,27.6485,94.8515,0.6946
I love you ???/// 💓💓,7.5,27.6485,94.8515,0.6946
I love you ???/// 💓💓,7.5,27.6485,94.8515,0.6946
I love you ???/// 💓💓,7.5,27.6485,94.8515,0.6946
I love you ???/// 💓💓,7.5,27.6485,94.8515,0.6946
I love you ???/// 💓💓,7.5,27.6485,94.8515,0.6946
I love you ???/// 💓💓,7.5,27.6485,94.8515,0.6946
I love you ???/// 💓💓,7.5,27.6485,94.8515,0.6946
I love you ???/// 💓💓,7.5,27.6485,94.8515,0.6946
I love you ???/// 💓💓,7.5,27.6485,94.8515,0.6946
I love you ???/// 💓💓,7.5,27.6485,94.8515,0.6946
I love you ???/// 💓💓,7.5,27.6485,94.8515,0.6946
I love you ???/// 💓💓,7.5,27.6485,94.8515,0.6946
I love you,0.0,0.192,0.808,0.6369
I love you ,0.0,0.192,0.808,0.6369
I love you ,0.0,0.192,0.808,0.6369
I love you ,0.0,0.192,0.808,0.6369
I love you ,0.0,0.192,0.808,0.6369
I love you ,0.0,0.192,0.808,0.6369
I love you ,0.0,0.192,0.808,0.6369
I love you ,0.0,0.192,0.808,0.6369
I love you ,0.0,0.192,0.808,0.6369
I love you ,0.0,0.192,0.808,0.6369
I love you ,0.0,0.192,0.808,0.6369
I love you ,0.0,0.192,0.808,0.6369
I love you ,0.0,0.192,0.808,0.6369
I love you ,0.0,0.192,0.808,0.6369
I love you ,0.0,0.192,0.808,0.6369
💓💓,7.5,27.5,94.5,0.0
i love you💓💓,7.5,27.57458300653595,94.92541699346405,0.6369
i love you💓💓,7.5,27.57458300653595,94.92541699346405,0.6369
i love you💓💓,7.5,27.57458300653595,94.92541699346405,0.6369
i love you💓💓,7.5,27.57458300653595,94.92541699346405,0.6369
i love you💓💓,7.5,27.57458300653595,94.92541699346405,0.6369
i love you💓💓,7.5,27.57458300653595,94.92541699346405,0.6369
i love you💓💓,7.5,27.57458300653595,94.92541699346405,0.6369
i love you💓💓,7.5,27.57458300653595,94.92541699346405,0.6369
I love you ,0.0,0.192,0.808,0.6369
I love you ,0.0,0.192,0.808,0.6369
I love you ,0.0,0.192,0.808,0.6369
I love you ,0.0,0.192,0.808,0.6369
I love you ,0.0,0.192,0.808,0.6369
I love you ,0.0,0.192,0.808,0.6369
I love you ,0.0,0.192,0.808,0.6369
I love you ,0.0,0.192,0.808,0.6369
I love you ,0.0,0.192,0.808,0.6369
I love you ,0.0,0.192,0.808,0.6369
I love you ,0.0,0.192,0.808,0.6369
I love you 💓💓,7.5,27.596,94.904,0.6369
I love you 💓💓,7.5,27.596,94.904,0.6369
i love you💓💓,7.5,27.57458300653595,94.92541699346405,0.6369
i love you💓💓,7.5,27.57458300653595,94.92541699346405,0.6369
i love you💓💓,7.5,27.57458300653595,94.92541699346405,0.6369
i love you💓💓,7.5,27.57458300653595,94.92541699346405,0.6369
i love you💓💓,7.5,27.57458300653595,94.92541699346405,0.6369
i love you💓💓,7.5,27.57458300653595,94.92541699346405,0.6369
ioi,0.0,0.0,0.0,0.0
i love you,0.0,0.14916601307189542,0.8508339869281045,0.6369
I love you!,0.0,0.182,0.818,0.6696
I hate you,0.787,0.213,0.0,-0.5719
I dont like you :D,0.728,0.272,0.0,-0.6547
I,0.0,0.0,0.0,0.0
I,0.0,0.0,0.0,0.0
I,0.0,0.0,0.0,0.0
I  hate you,0.787,0.213,0.0,-0.5719
I hate you 😅,67.8935,54.6065,109.0,-0.5719
I hate you 😁,139.3935,324.1065,631.5,-0.5719
I like basketball,0.0,0.0,1.0,0.3612
I like basketball but hate the refs,0.7137518518518517,0.2763037037037037,0.009944444444444443,-0.6828381481481482
I love  basketball but hate the refs,0.9888555555555555,0.37278888888888884,0.6384740740740741,-0.6358048148148148
I like basketbal,0.0,0.286,0.714,0.3612
I love you,0.0,0.192,0.808,0.6369
I love ,0.0,0.0,1.0,0.6369
😅,67.5,54.5,109.0,0.0
